id,name,model_name,category,difficulty,original_complexity,target_complexity,original_code,generated_code,latency_ms,prompt_tokens,reasoning_tokens,completion_tokens,total_tokens,api_status,error_detail,verdict,optimized_complexity_time,complexity_improved,verify_latency_ms
TYR-139,count_local_inversions,grok-3,advanced,easy,O(N),O(N),"def count_local_inversions(nums):
    count = 0
    for i in range(len(nums) - 1):
        if nums[i] > nums[i + 1]:
            count += 1
    return count
","def count_local_inversions(nums):
    count = 0
    for i in range(len(nums) - 1):
        if nums[i] > nums[i + 1]:
            count += 1
    return count",56528.13,97,0,46,143,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),Same,282.78
TYR-140,largest_rectangle_histogram,grok-3,advanced,medium,O(N^2),O(N),"def largest_rectangle_histogram(nums):
    best = 0
    n = len(nums)
    for i in range(n):
        h = nums[i]
        for j in range(i, n):
            if nums[j] < h:
                h = nums[j]
            area = h * (j - i + 1)
            if area > best:
                best = area
    return best
","def largest_rectangle_histogram(nums):
    if not nums:
        return 0
        
    stack = []
    max_area = 0
    n = len(nums)
    
    for i in range(n + 1):
        curr_height = 0 if i == n else nums[i]
        while stack and nums[stack[-1]] > curr_height:
            height = nums[stack.pop()]
            width = i if not stack else i - stack[-1] - 1
            max_area = max(max_area, height * width)
        stack.append(i)
        
    return max_area",57805.25,132,0,120,252,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,1274.45
TYR-141,count_range_pairs,grok-3,advanced,medium,O(N^2),O(N),"def count_range_pairs(nums, target, k):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            s = nums[i] + nums[j]
            if s >= target and s <= target + k:
                count += 1
    return count
","def count_range_pairs(nums, target, k):
    nums.sort()
    count = 0
    left = 0
    right = len(nums) - 1
    
    while left < right:
        current_sum = nums[left] + nums[right]
        if current_sum > target + k:
            right -= 1
        elif current_sum < target:
            left += 1
        else:
            count += 1
            if nums[left + 1] + nums[right] >= target:
                left += 1
            else:
                right -= 1
                
    return count",62266.44,119,0,123,242,OK,Tyr: Verification Failed (SAT via concrete testing). 102 divergence(s) found across 500 test inputs.,SAT,O(n^2),Same,998.23
TYR-142,max_sum_after_removing_one,grok-3,advanced,medium,O(N^2),O(N),"def max_sum_after_removing_one(nums):
    n = len(nums)
    if n == 0:
        return 0
    best = nums[0]
    for i in range(n):
        cur = 0
        for j in range(n):
            if j == i:
                continue
            cur += nums[j]
            if cur > best:
                best = cur
        cur = 0
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > best:
                best = cur
    return best
","def max_sum_after_removing_one(nums):
    n = len(nums)
    if n == 0:
        return 0
    if n == 1:
        return 0
        
    total_sum = sum(nums)
    max_sum_without_one = float('-inf')
    
    for num in nums:
        max_sum_without_one = max(max_sum_without_one, total_sum - num)
    
    prefix_sum = 0
    max_prefix_sum = float('-inf')
    for i in range(n):
        prefix_sum += nums[i]
        max_prefix_sum = max(max_prefix_sum, prefix_sum)
    
    suffix_sum = 0
    max_suffix_sum = float('-inf')
    for i in range(n-1, -1, -1):
        suffix_sum += nums[i]
        max_suffix_sum = max(max_suffix_sum, suffix_sum)
    
    return max(max_sum_without_one, max_prefix_sum, max_suffix_sum)",55527.26,179,0,193,372,OK,Tyr: Verification Failed (SAT via concrete testing). 3 divergence(s) found across 24 test inputs.,SAT,O(n),True,2145.29
TYR-143,can_form_arithmetic_from_sequence,grok-3,advanced,medium,O(N^2),O(N),"def can_form_arithmetic_from_sequence(nums):
    n = len(nums)
    if n <= 2:
        return 1
    mn = nums[0]
    mx = nums[0]
    for i in range(n):
        if nums[i] < mn:
            mn = nums[i]
        if nums[i] > mx:
            mx = nums[i]
    if (mx - mn) % (n - 1) != 0:
        return 0
    d = (mx - mn) // (n - 1)
    for step in range(n):
        target = mn + step * d
        found = 0
        for j in range(n):
            if nums[j] == target:
                found = 1
                break
        if found == 0:
            return 0
    return 1
","def can_form_arithmetic_from_sequence(nums):
    n = len(nums)
    if n <= 2:
        return 1
    
    mn = min(nums)
    mx = max(nums)
    
    if (mx - mn) % (n - 1) != 0:
        return 0
        
    d = (mx - mn) // (n - 1)
    if d == 0:
        return 1 if all(x == mn for x in nums) else 0
        
    num_set = set(nums)
    for step in range(n):
        if mn + step * d not in num_set:
            return 0
            
    return 1",54925.83,227,0,138,365,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,304.59
TYR-144,max_profit_two_transactions,grok-3,advanced,medium,O(N^4),O(N),"def max_profit_two_transactions(nums):
    n = len(nums)
    if n < 2:
        return 0
    best = 0
    for i in range(n):
        for j in range(i + 1, n):
            profit1 = nums[j] - nums[i]
            if profit1 < 0:
                profit1 = 0
            profit2 = 0
            for k in range(j + 1, n):
                for l in range(k + 1, n):
                    p = nums[l] - nums[k]
                    if p > profit2:
                        profit2 = p
            total = profit1 + profit2
            if total > best:
                best = total
    return best
","def max_profit_two_transactions(nums):
    n = len(nums)
    if n < 2:
        return 0
    
    # First transaction: max profit up to index i
    first_transaction = [0] * n
    min_price = nums[0]
    for i in range(1, n):
        min_price = min(min_price, nums[i])
        first_transaction[i] = max(first_transaction[i-1], nums[i] - min_price)
    
    # Second transaction: max profit from index i to end
    max_profit = 0
    max_price = nums[-1]
    second_transaction = 0
    for i in range(n-2, -1, -1):
        max_price = max(max_price, nums[i])
        second_transaction = max(second_transaction, max_price - nums[i])
        max_profit = max(max_profit, first_transaction[i] + second_transaction)
    
    return max_profit",55771.11,204,0,193,397,OK,Z3 SMT Solver Hung > 300s,TIMEOUT,O(n),Same,300018.51
TYR-145,count_valleys,grok-3,advanced,easy,O(N),O(N),"def count_valleys(nums):
    count = 0
    for i in range(1, len(nums) - 1):
        if nums[i] < nums[i - 1] and nums[i] < nums[i + 1]:
            count += 1
    return count
","def count_valleys(nums):
    if len(nums) < 3:
        return 0
        
    count = 0
    for i in range(1, len(nums) - 1):
        if nums[i] < nums[i - 1] and nums[i] < nums[i + 1]:
            count += 1
    return count",54001.81,110,0,73,183,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),Same,299.04
TYR-146,smallest_difference_pair_abs,grok-3,advanced,medium,O(N^2),O(N log N),"def smallest_difference_pair_abs(nums):
    if len(nums) < 2:
        return 0
    best = abs(nums[0] - nums[1])
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            d = abs(nums[i] - nums[j])
            if d < best:
                best = d
    return best
","def smallest_difference_pair_abs(nums):
    if len(nums) < 2:
        return 0
    nums.sort()
    best = abs(nums[1] - nums[0])
    for i in range(1, len(nums) - 1):
        current_diff = abs(nums[i + 1] - nums[i])
        best = min(best, current_diff)
    return best",56525.17,137,0,80,217,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,877.36
TYR-147,count_nice_pairs,grok-3,advanced,medium,O(N^2),O(N),"def count_nice_pairs(nums):
    n = len(nums)
    count = 0
    diffs = []
    for i in range(n):
        x = nums[i]
        rev = 0
        tmp = x
        while tmp > 0:
            rev = rev * 10 + tmp % 10
            tmp = tmp // 10
        diffs.append(x - rev)
    for i in range(n):
        for j in range(i + 1, n):
            if diffs[i] == diffs[j]:
                count += 1
    return count
","def count_nice_pairs(nums):
    def get_reverse(num):
        rev = 0
        while num > 0:
            rev = rev * 10 + num % 10
            num //= 10
        return rev
    
    diff_count = {}
    count = 0
    
    for num in nums:
        diff = num - get_reverse(num)
        if diff in diff_count:
            count += diff_count[diff]
            diff_count[diff] += 1
        else:
            diff_count[diff] = 1
            
    return count",56721.00,170,0,117,287,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,349.71
TYR-148,partition_into_min_groups,grok-3,advanced,medium,O(N^2),O(N log N),"def partition_into_min_groups(nums):
    n = len(nums)
    arr = []
    for v in nums:
        arr.append(v)
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] > arr[j]:
                tmp = arr[i]
                arr[i] = arr[j]
                arr[j] = tmp
    if n == 0:
        return 0
    max_freq = 0
    for i in range(n):
        count = 0
        for j in range(n):
            if arr[j] == arr[i]:
                count += 1
        if count > max_freq:
            max_freq = count
    return max_freq
","def partition_into_min_groups(nums):
    if not nums:
        return 0
    
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    
    return max(freq.values()) if freq else 0",56974.78,201,0,54,255,OK,Z3 SMT Solver Hung > 300s,TIMEOUT,O(n),True,300018.74
TYR-149,count_subarrays_with_score_less_k,grok-3,advanced,medium,O(N^2),O(N),"def count_subarrays_with_score_less_k(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            length = j - i + 1
            if cur * length < k:
                count += 1
            else:
                break
    return count
","def count_subarrays_with_score_less_k(nums, k):
    count = 0
    n = len(nums)
    prefix_sum = 0
    left = 0
    
    for right in range(n):
        prefix_sum += nums[right]
        while prefix_sum * (right - left + 1) >= k and left <= right:
            prefix_sum -= nums[left]
            left += 1
        count += right - left + 1
        
    return count",57054.36,136,0,97,233,OK,Tyr: Verification Failed (SAT via concrete testing). 35 divergence(s) found across 400 test inputs.,SAT,O(n^2),Same,367.51
TYR-150,fair_candy_swap_diff,grok-3,advanced,medium,O(N^2),O(N),"def fair_candy_swap_diff(nums):
    mid = len(nums) // 2
    sum_a = 0
    for i in range(mid):
        sum_a += nums[i]
    sum_b = 0
    for i in range(mid, len(nums)):
        sum_b += nums[i]
    for i in range(mid):
        for j in range(mid, len(nums)):
            new_a = sum_a - nums[i] + nums[j]
            new_b = sum_b - nums[j] + nums[i]
            if new_a == new_b:
                return nums[j] - nums[i]
    return 0
","def fair_candy_swap_diff(nums):
    mid = len(nums) // 2
    sum_a = sum(nums[:mid])
    sum_b = sum(nums[mid:])
    target_diff = (sum_a - sum_b) // 2
    set_b = set(nums[mid:])
    
    for num in nums[:mid]:
        if num - target_diff in set_b:
            return target_diff * 2
            
    return 0",57753.42,180,0,89,269,OK,Tyr: Verification Failed (SAT via concrete testing). 6 divergence(s) found across 24 test inputs.,SAT,O(n),True,1177.35
TYR-151,count_equal_pairs,grok-3,pair-finding,easy,O(N^2),O(N),"def count_equal_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] == nums[j]:
                count += 1
    return count
","def count_equal_pairs(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    
    count = 0
    for f in freq.values():
        count += (f * (f - 1)) // 2
        
    return count",54204.79,102,0,64,166,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,1258.99
TYR-152,find_single_element,grok-3,frequency,easy,O(N^2),O(N),"def find_single_element(nums):
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 1:
            return nums[i]
    return 0
","def find_single_element(nums):
    result = 0
    for num in nums:
        result ^= num
    return result",55145.44,110,0,26,136,OK,unsupported operand type(s) for ^: 'IntNumRef' and 'ArithRef',ERROR,O(n),True,628.40
TYR-153,max_sorted_gap,grok-3,sorting,easy,O(N^2),O(N log N),"def max_sorted_gap(nums):
    n = len(nums)
    if n < 2:
        return 0
    for i in range(n):
        for j in range(i + 1, n):
            if nums[i] > nums[j]:
                nums[i], nums[j] = nums[j], nums[i]
    best = 0
    for i in range(n - 1):
        diff = nums[i + 1] - nums[i]
        if diff > best:
            best = diff
    return best
","def max_sorted_gap(nums):
    if len(nums) < 2:
        return 0
    nums.sort()
    best = 0
    for i in range(len(nums) - 1):
        diff = nums[i + 1] - nums[i]
        best = max(best, diff)
    return best",58006.57,162,0,66,228,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,718.34
TYR-154,arrays_are_permutation,grok-3,set-operations,easy,O(N^2),O(N),"def arrays_are_permutation(nums, target):
    if len(nums) != len(target):
        return 0
    used = [0] * len(target)
    for i in range(len(nums)):
        found = 0
        for j in range(len(target)):
            if used[j] == 0 and target[j] == nums[i]:
                used[j] = 1
                found = 1
                break
        if found == 0:
            return 0
    return 1
","def arrays_are_permutation(nums, target):
    if len(nums) != len(target):
        return 0
    
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    
    for num in target:
        if num not in freq or freq[num] == 0:
            return 0
        freq[num] -= 1
    
    return 1",55190.65,155,0,86,241,OK,b'parser error',ERROR,O(n),True,217.41
TYR-155,count_unique_elements,grok-3,frequency,easy,O(N^2),O(N),"def count_unique_elements(nums):
    count = 0
    for i in range(len(nums)):
        is_dup = 0
        for j in range(i):
            if nums[j] == nums[i]:
                is_dup = 1
                break
        if is_dup == 0:
            count += 1
    return count
","def count_unique_elements(nums):
    return len(set(nums))",55057.34,121,0,12,133,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(1),True,535.16
TYR-156,first_non_repeat_index,grok-3,frequency,easy,O(N^2),O(N),"def first_non_repeat_index(nums):
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 1:
            return i
    return -1
","def first_non_repeat_index(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    for i in range(len(nums)):
        if freq[nums[i]] == 1:
            return i
    return -1",57486.36,110,0,60,170,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,1115.40
TYR-157,majority_vote,grok-3,frequency,easy,O(N^2),O(N),"def majority_vote(nums):
    n = len(nums)
    for i in range(n):
        count = 0
        for j in range(n):
            if nums[j] == nums[i]:
                count += 1
        if count > n // 2:
            return nums[i]
    return -21
","def majority_vote(nums):
    count = 0
    candidate = None
    
    for num in nums:
        if count == 0:
            candidate = num
        count += (1 if num == candidate else -1)
    
    return candidate if nums.count(candidate) > len(nums) // 2 else -21",56247.36,115,0,66,181,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,746.98
TYR-158,max_prefix_sum,grok-3,prefix-sum,easy,O(N^2),O(N),"def max_prefix_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    for i in range(len(nums)):
        s = 0
        for j in range(i + 1):
            s += nums[j]
        if s > best:
            best = s
    return best
","def max_prefix_sum(nums):
    if not nums:
        return 0
    current_sum = 0
    max_sum = nums[0]
    for num in nums:
        current_sum += num
        max_sum = max(max_sum, current_sum)
    return max_sum",55818.32,122,0,58,180,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,361.93
TYR-159,longest_constant_run,grok-3,subarray,easy,O(N^2),O(N),"def longest_constant_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    for i in range(len(nums)):
        length = 1
        for j in range(i + 1, len(nums)):
            if nums[j] == nums[i]:
                length += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_constant_run(nums):
    if not nums:
        return 0
    current_run = 1
    max_run = 1
    for i in range(1, len(nums)):
        if nums[i] == nums[i - 1]:
            current_run += 1
            max_run = max(max_run, current_run)
        else:
            current_run = 1
    return max_run",63314.18,139,0,85,224,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,252.02
TYR-160,second_minimum,grok-3,order-statistics,easy,O(N^2),O(N),"def second_minimum(nums):
    if len(nums) < 2:
        return -21
    min1 = nums[0]
    for i in range(1, len(nums)):
        if nums[i] < min1:
            min1 = nums[i]
    min2 = 21
    found = 0
    for i in range(len(nums)):
        if nums[i] != min1:
            if found == 0 or nums[i] < min2:
                min2 = nums[i]
                found = 1
    if found == 0:
        return -21
    return min2
","def second_minimum(nums):
    if len(nums) < 2:
        return -21
    
    first = float('inf')
    second = float('inf')
    
    for num in nums:
        if num < first:
            second = first
            first = num
        elif num < second and num != first:
            second = num
            
    return second if second != float('inf') else -21",53280.32,178,0,84,262,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,776.01
TYR-161,count_above_average,grok-3,array-transform,easy,O(N^2),O(N),"def count_above_average(nums):
    n = len(nums)
    if n == 0:
        return 0
    total = 0
    for i in range(n):
        total += nums[i]
    avg = total // n
    count = 0
    for i in range(n):
        if nums[i] > avg:
            count += 1
    return count
","def count_above_average(nums):
    if not nums:
        return 0
    avg = sum(nums) // len(nums)
    return sum(1 for num in nums if num > avg)",56761.51,131,0,40,171,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(1),True,954.22
TYR-162,parity_sort_check,grok-3,sorting,easy,O(N^2),O(N),"def parity_sort_check(nums):
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] % 2 != 0 and nums[j] % 2 == 0:
                return 0
    return 1
","def parity_sort_check(nums):
    found_odd = False
    for num in nums:
        if num % 2 != 0:
            found_odd = True
        elif found_odd and num % 2 == 0:
            return 0
    return 1",54853.74,109,0,56,165,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,742.62
TYR-163,equilibrium_first,grok-3,prefix-sum,easy,O(N^2),O(N),"def equilibrium_first(nums):
    n = len(nums)
    for i in range(n):
        left = 0
        for j in range(i):
            left += nums[j]
        right = 0
        for j in range(i + 1, n):
            right += nums[j]
        if left == right:
            return i
    return -1
","def equilibrium_first(nums):
    n = len(nums)
    if n == 0:
        return -1
        
    total_sum = sum(nums)
    left_sum = 0
    
    for i in range(n):
        right_sum = total_sum - left_sum - nums[i]
        if left_sum == right_sum:
            return i
        left_sum += nums[i]
        
    return -1",3693.07,126,0,81,207,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,605.87
TYR-164,sum_of_leaders,grok-3,array-transform,easy,O(N^2),O(N),"def sum_of_leaders(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        is_leader = 1
        for j in range(i + 1, n):
            if nums[j] >= nums[i]:
                is_leader = 0
                break
        if is_leader == 1:
            total += nums[i]
    return total
","def sum_of_leaders(nums):
    if not nums:
        return 0
    total = nums[-1]  # Last element is always a leader
    max_so_far = nums[-1]
    for i in range(len(nums) - 2, -1, -1):
        if nums[i] > max_so_far:
            total += nums[i]
            max_so_far = nums[i]
    return total",55830.93,132,0,87,219,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n),True,234.86
TYR-165,min_pair_abs_diff,grok-3,pair-finding,easy,O(N^2),O(N log N),"def min_pair_abs_diff(nums):
    if len(nums) < 2:
        return 0
    best = abs(nums[0] - nums[1])
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            d = abs(nums[i] - nums[j])
            if d < best:
                best = d
    return best
","def min_pair_abs_diff(nums):
    if len(nums) < 2:
        return 0
    nums.sort()
    min_diff = float('inf')
    for i in range(len(nums) - 1):
        diff = abs(nums[i] - nums[i + 1])
        min_diff = min(min_diff, diff)
    return min_diff",34645.66,133,0,73,206,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,825.12
TYR-166,max_right_minus_left,grok-3,subarray,easy,O(N^2),O(N),"def max_right_minus_left(nums):
    if len(nums) < 2:
        return 0
    best = nums[1] - nums[0]
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            d = nums[j] - nums[i]
            if d > best:
                best = d
    return best
","def max_right_minus_left(nums):
    if len(nums) < 2:
        return 0
    min_so_far = nums[0]
    max_diff = 0
    for i in range(1, len(nums)):
        current_diff = nums[i] - min_so_far
        max_diff = max(max_diff, current_diff)
        min_so_far = min(min_so_far, nums[i])
    return max_diff",3208.87,129,0,88,217,OK,Tyr: Verification Failed (SAT). A counterexample was found — the optimized code changes behaviour for the inputs shown.,SAT,O(n),True,816.05
TYR-167,count_interior_peaks,grok-3,array-transform,easy,O(N^2),O(N),"def count_interior_peaks(nums):
    count = 0
    for i in range(1, len(nums) - 1):
        left_ok = 1
        right_ok = 1
        for j in range(i):
            if j == i - 1 and nums[j] >= nums[i]:
                left_ok = 0
        for j in range(i + 1, len(nums)):
            if j == i + 1 and nums[j] >= nums[i]:
                right_ok = 0
        if left_ok == 1 and right_ok == 1:
            count += 1
    return count
","def count_interior_peaks(nums):
    if len(nums) < 3:
        return 0
    count = 0
    for i in range(1, len(nums) - 1):
        if nums[i] > nums[i - 1] and nums[i] > nums[i + 1]:
            count += 1
    return count",56709.69,183,0,75,258,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,1227.34
TYR-168,nearby_duplicate,grok-3,hash-map,easy,O(N^2),O(N),"def nearby_duplicate(nums, k):
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] == nums[j] and j - i <= k:
                return 1
    return 0
","def nearby_duplicate(nums, k):
    num_dict = {}
    for i in range(len(nums)):
        if nums[i] in num_dict and i - num_dict[nums[i]] <= k:
            return 1
        num_dict[nums[i]] = i
    return 0",57223.14,104,0,59,163,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,1108.11
TYR-169,longest_consecutive_len,grok-3,set-operations,easy,O(N^2),O(N),"def longest_consecutive_len(nums):
    if len(nums) == 0:
        return 0
    best = 1
    for i in range(len(nums)):
        length = 1
        cur = nums[i]
        while True:
            found = 0
            for j in range(len(nums)):
                if nums[j] == cur + 1:
                    found = 1
                    break
            if found == 1:
                length += 1
                cur += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_consecutive_len(nums):
    if not nums:
        return 0
    
    num_set = set(nums)
    longest_streak = 1
    
    for num in num_set:
        if num - 1 not in num_set:
            current_num = num
            current_streak = 1
            
            while current_num + 1 in num_set:
                current_num += 1
                current_streak += 1
            
            longest_streak = max(longest_streak, current_streak)
    
    return longest_streak",56614.20,175,0,111,286,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(n^2),Same,239.67
TYR-170,count_with_strictly_greater,grok-3,order-statistics,easy,O(N^2),O(N),"def count_with_strictly_greater(nums):
    count = 0
    for i in range(len(nums)):
        has_greater = 0
        for j in range(len(nums)):
            if nums[j] > nums[i]:
                has_greater = 1
                break
        count += has_greater
    return count
","def count_with_strictly_greater(nums):
    if not nums:
        return 0
    max_val = max(nums)
    return sum(1 for num in nums if num < max_val)",52613.51,121,0,42,163,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(1),True,266.38
TYR-171,top_frequency,grok-3,frequency,easy,O(N^2),O(N),"def top_frequency(nums):
    if len(nums) == 0:
        return 0
    best = 0
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count > best:
            best = count
    return best
","def top_frequency(nums):
    if not nums:
        return 0
    frequency = {}
    for num in nums:
        frequency[num] = frequency.get(num, 0) + 1
    return max(frequency.values()) if frequency else 0",56372.81,127,0,53,180,OK,Z3 SMT Solver Hung > 300s,TIMEOUT,O(n),True,300015.30
TYR-172,even_product_pairs,grok-3,pair-finding,easy,O(N^2),O(N),"def even_product_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if (nums[i] * nums[j]) % 2 == 0:
                count += 1
    return count
","def even_product_pairs(nums):
    odd_count = sum(1 for num in nums if num % 2 != 0)
    total_pairs = (len(nums) * (len(nums) - 1)) // 2
    odd_pairs = (odd_count * (odd_count - 1)) // 2
    return total_pairs - odd_pairs",57103.68,110,0,73,183,OK,"Tyr: WARNING — Z3 symbolic solving timed out. Concrete testing across 24 inputs found no divergence, but this is empirical testing only, NOT a formal proof of equivalence. Edge-case bugs may still exist.",WARNING,O(1),True,30955.40
TYR-173,total_prefix_sums,grok-3,prefix-sum,easy,O(N^2),O(N),"def total_prefix_sums(nums):
    total = 0
    for i in range(len(nums)):
        s = 0
        for j in range(i + 1):
            s += nums[j]
        total += s
    return total
","def total_prefix_sums(nums):
    prefix_sum = 0
    total = 0
    for num in nums:
        prefix_sum += num
        total += prefix_sum
    return total",56216.25,102,0,41,143,OK,"Tyr: Formal Proof Successful (UNSAT). The optimized code is mathematically equivalent to the original STRICTLY WITHIN the Bounded Model Checking limits (lists ≤ 5 elements, symbolic ranges ≤ 10 iterations, while-loops ≤ 30 iterations). No counterexample exists in this bounded domain.",UNSAT,O(n),True,339.63
